FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.541,Norway,370616,Operational,SNØHVIT CDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Crude Oil,,,,20070821,,325,98194.220155,SUBSEA STRUCTURE; DISTRIBUTION,POINT (21.22753330000006 71.56930000000006)
platforms.543,Norway,441965,Operational,AASTA HANSTEEN D,,,Equinor Energy AS,,,,,,20181217,,1278,211685.659546,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.012433300000055 67.07276390000004)
platforms.544,Norway,455081,Operational,AASTA HANSTEEN E,,,Equinor Energy AS,,,,,,20181101,,1311,217664.648311,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (6.864544400000057 67.08570560000004)
platforms.545,Norway,283537,Operational,MIKKEL B,Subsea steel,Subsea,Equinor Energy AS,NO_6407/5,Natural Gas,,,,20031001,,220,91774.9137998,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.663641700000028 64.64708330000008)
platforms.546,Norway,402804,Closed down,15/12-D Rev,Subsea steel,Subsea,Repsol Norge AS,NO_15/12,Natural Gas,,,,20090901,,113,219621.531672,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (1.9232306000000676 58.028505600000074)
platforms.547,Norway,430557,Operational,BALDER SDU A,Subsea steel,Subsea,Vår Energi ASA,NO_25/11,Crude Oil,,,,20130601,,127,142220.426921,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.3585167000000524 59.19124440000007)
platforms.548,Norway,277433,Decommissioned,FRØY,Fixed steel,Above water production,Aker BP ASA,NO_25/5,Crude Oil,,,,19950511,,119,138414.096646,JACKET 4 LEGS; WELLHEAD,POINT (2.5577778000000535 59.73416670000006)
platforms.549,Norway,282641,Decommissioned,EKOFISK NORD FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,,19750101,,72,262649.415677,JACKET TRIPOD,POINT (3.210186100000044 56.55261390000004)
platforms.550,Norway,285441,Operational,31/2-D-7 H TROLL D-7,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19960419,,338,60477.4645643,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.442830600000036 60.85583890000004)
platforms.551,Norway,364750,Operational,NORNE J,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20051108,,390,149566.275857,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (8.171355600000027 66.04912220000006)
platforms.552,Norway,272953,Operational,30/9-B-50 H OSEBERG B-50,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,,,,19881201,,103,104865.168317,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.8065556000000242 60.54121390000006)
platforms.554,Norway,285469,Operational,31/2-D-8 H TROLL D-8,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950925,,330,60363.2273464,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.445466700000054 60.85522780000008)
platforms.555,Norway,506250,Under construction,NOVA W,,,Wintershall Dea Norge AS,,,,,,,,369,48492.5536538,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.666019400000039 61.28530280000007)
platforms.557,Norway,715043,Operational,16/4 SOLVEIG BA,,,Lundin Energy Norway AS,,,,,,20210930,,100,165652.161954,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2042500000000587 58.68661110000005)
platforms.558,Norway,285553,Operational,31/2-E-5 H TROLL E-5,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19960412,,318,62821.4815593,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4429583000000434 60.797894400000075)
platforms.561,Norway,272673,Closed down,34/10-A-1 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19861222,,135,123982.939131,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2209750000000668 61.18464720000003)
platforms.562,Norway,436400,Operational,MARTIN LINGE A,,,Equinor Energy AS,,,,,,20210630,,114,147314.440383,JACKET 8 LEGS; PROCESSING - QUARTER - WELLHEAD,POINT (2.0148278000000346 60.50618890000004)
platforms.563,Norway,433590,Operational,FRAM H NORD,Fixed steel,Subsea,Equinor Energy AS,NO_35/11,Natural Gas,,,,20140906,,360,52556.7849174,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.5461500000000683 61.128197200000045)
platforms.564,Norway,713830,Operational,6507/3-H-1H ÆRFUGL,,,Aker BP ASA,,,,,,20211103,,356,165898.983903,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.692672200000061 65.84138890000008)
platforms.566,Norway,456869,Operational,JOHAN SVERDRUP STATPIPE HOT TAP,,,Equinor Energy AS,,,,,,20191005,,0,3969.6320515,SUBSEA STRUCTURE; GAS EXPORT - MANIFOLD,POINT (5.053411100000062 59.32715280000008)
platforms.569,Norway,458633,Under construction,DVALIN PLEM,,,,,,,,,20201001,,345,164864.076746,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.184125000000051 65.33306940000006)
platforms.571,Norway,427058,Operational,PETROJARL KNARR,,,A/S Norske Shell,,,,,,20150316,,410,99284.3265033,FPSO; GAS EXPORT - GAS PRODUCER - OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.833938900000021 61.77993060000006)
platforms.572,Norway,360444,Operational,KRISTIN S,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,20051103,,364,155828.559312,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.434913900000026 64.97752220000007)
platforms.574,Norway,282193,Decommissioned,LILLE-FRIGG B,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19940501,,113,144524.062111,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.388380600000062 59.96615280000003)
platforms.575,Norway,285161,Operational,6407/7-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73822.6955598,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201797200000044 64.27076390000008)
platforms.577,Norway,285637,Operational,31/2-F-4 H TROLL F-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19970413,,330,64291.3717885,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4346528000000376 60.77544720000003)
platforms.787,Norway,411064,Operational,GOLIAT D,,,Vår Energi ASA,,,,,,20160312,,350,48935.7902573,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.261819400000036 71.25992220000006)
platforms.578,Norway,285049,Operational,6407/7-A-16 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73875.8893024,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201361100000042 64.27130280000006)
platforms.582,Norway,365211,Operational,30/8-A-21 H TUNE SOUTH,Subsea steel,Subsea,Equinor Energy AS,NO_30/8,Natural Gas,,,,20090718,,93,117798.373769,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.608061100000043 60.457350000000076)
platforms.583,Norway,282137,Decommissioned,NORDØST FRIGG A,Fixed steel,Above water production,Equinor Energy AS,NO_25/1,Natural Gas,,,,19840101,,102,151328.653027,MONOTOWER; FIELD CONTROL CENTER,POINT (2.2493167000000653 59.98651110000003)
platforms.585,Norway,408694,Operational,IDUN,Fixed steel,Subsea,Aker BP ASA,NO_6507/3,Crude Oil,,,,20121231,,393,162855.049337,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (7.72069440000007 65.79832500000003)
platforms.586,Norway,277825,Decommissioned,LILLE-FRIGG,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19940501,,113,144542.987994,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.390833300000054 59.96163890000008)
platforms.587,Norway,285021,Operational,6407/7-A-19 H,,,Equinor Energy AS,,,,,,19971001,,330,73865.6049489,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201550000000054 64.27125830000006)
platforms.588,Norway,279561,Operational,NJORD BRAVO,Floating steel,Above water production,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,71952.3854194,FSU; OFFLOADING - STORAGE,POINT (7.2530806000000325 64.27206110000003)
platforms.589,Norway,281605,Operational,34/7-I-2 H TORDIS I-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,19940603,,200,130900.886891,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.1196917000000326 61.27593060000004)
platforms.590,Norway,365003,Decommissioned,15/6-A-4 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193239.640227,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6682500000000573 58.712305600000036)
platforms.592,Norway,283621,Operational,HEIDRUN E,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,Crude Oil,,,,20000815,,363.3999939,158251.810729,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.369383300000038 65.38329440000007)
platforms.593,Norway,410130,Operational,TRYM,,,DNO Norge AS,,,,,,20110212,,65,237043.018038,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (4.237519400000053 56.381888900000035)
platforms.595,Norway,286365,Operational,STAT-SSTC,Subsea steel,Subsea,Gassco AS,NO_33/12,,,,,19851001,,145,144050.936076,SUBSEA STRUCTURE; T-CONNECTION,POINT (1.845936100000074 61.18583060000003)
platforms.596,Norway,371178,Operational,ORMEN LANGE A,Subsea steel,Subsea,A/S Norske Shell,NO_6305/8,Natural Gas,,,,20070913,,850,90788.6410643,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.386519400000054 63.49675830000007)
platforms.599,Norway,286925,Under construction,GYDA-Y,Subsea steel,Other,,NO_7/12,Crude Oil,,,,19900422,,70.5,234024.280021,SUBSEA STRUCTURE; Y-CONNECTION,POINT (2.847197200000039 57.07948330000005)
platforms.601,Norway,424664,Operational,EKOFISK VB,Fixed steel,Subsea,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,,20130516,,73,264496.940258,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.239250000000027 56.520433300000036)
platforms.602,Norway,403530,Operational,GJØA F,,,Neptune Energy Norge AS,,,,,,20101107,,370,33092.9799064,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (3.9811556000000223 61.38820560000005)
platforms.603,Norway,280625,Closed down,VISUND NORD,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,20020201,,381,108073.734146,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.567583300000024 61.430833300000074)
platforms.604,Norway,365658,Operational,ÅSGARD RB,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,,,,,20050826,,315,155007.156641,SUBSEA STRUCTURE; RISER BASE,POINT (6.727305600000022 65.06663890000004)
platforms.605,Norway,285945,Operational,31/5-H-4 H TROLL H-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19960904,,317,62741.7563148,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.507352800000035 60.715319400000055)
platforms.606,Norway,441741,Under construction,GRANE-Y,,,Equinor Energy AS,,,,,,,,125,132335.134104,SUBSEA STRUCTURE; Y-CONNECTION,POINT (2.5311556000000337 59.19749170000006)
platforms.607,Norway,282809,Operational,34/4-D H SNORRE,,,Equinor Energy AS,,,,,,20010627,,340,128454.904343,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.211111100000039 61.52575000000007)
platforms.608,Norway,284041,Operational,25/11-D-1 H BALDER,,,Vår Energi ASA,,,,,,19991004,,127,139186.498859,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.41028330000006 59.20028610000003)
platforms.609,Norway,424593,Operational,HYME,Fixed steel,Subsea,Equinor Energy AS,NO_6507/8,Crude Oil,,,,20130225,,256,68723.3398884,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (7.551255600000047 64.35816110000007)
platforms.611,Norway,377652,Operational,TYRIHANS B,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,20090708,,273,122851.48173,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.056780600000025 64.81160560000006)
platforms.612,Norway,283173,Operational,25/11-A-4 H BALDER,,,Vår Energi ASA,,,,,,19991113,,127,142142.13899,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3598528000000556 59.191469400000074)
platforms.614,Norway,341363,Operational,31/2-E-4 H TROLL E-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950919,,330,62812.6078929,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4421778000000245 60.79894440000004)
platforms.615,Norway,372538,Operational,SKINFAKS N,Subsea steel,Subsea,Equinor Energy AS,NO_33/12,Crude Oil,,,,20070127,,140,135640.073677,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.989852800000051 61.078994400000056)
platforms.616,Norway,717659,Operational,GJØA G,,,Neptune Energy Norge AS,,,,,,20210222,,363,32792.4206816,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.9993833000000336 61.40511390000006)
platforms.617,Norway,432160,Operational,ELDFISK S,,,ConocoPhillips Skandinavia AS,,,,,,20150103,,72,277142.824231,JACKET 8 LEGS; PROCESSING - QUARTER,POINT (3.262697200000048 56.373738900000035)
platforms.619,Norway,287457,Under construction,MØRE T,,,Gassco AS,,,,,,,,254,82745.1065617,SUBSEA STRUCTURE; T-CONNECTION,POINT (5.993602800000076 63.59998060000004)
platforms.620,Norway,277741,Operational,STATFJORD A-OLS,Other,Other,Equinor Energy AS,NO_33/9,Crude Oil,,,,19870507,,145,142945.397696,LOADING SYSTEM; OFFLOADING,POINT (1.8872306000000663 61.26351110000007)
platforms.622,Norway,714429,Operational,TOR 2/4 YB,,,ConocoPhillips Skandinavia AS,,,,,,20201203,,68,251188.213618,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.307552800000053 56.64078060000003)
platforms.623,Norway,287121,Operational,EMDEN SSIV,Subsea steel,Subsea,Gassco AS,NO_2/4,,,,,19980818,,76.59999847,262575.664959,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (3.2261444000000665 56.54696110000003)
platforms.625,Norway,282333,Closed down,STATFJORD H,Subsea steel,Subsea,Equinor Energy AS,NO_33/12,,,,,,,157,141302.387622,MULTI WELL TEMPLATE; WATER INJECTION,POINT (1.9333250000000248 61.36493060000004)
platforms.627,Norway,406335,Operational,SKARV ERB,Fixed steel,Other,Aker BP ASA,NO_6507/5,Natural Gas,,,,20121110,,369,161094.049786,SUBSEA STRUCTURE; RISER BASE,POINT (7.6544556000000625 65.69419440000007)
platforms.629,Norway,287261,Operational,NORNE/HEIDRUN T,Subsea steel,Subsea,Gassco AS,NO_6506/12,,,,,20010205,,311,154672.573234,SUBSEA STRUCTURE; T-CONNECTION,POINT (6.80146110000004 65.08451670000005)
platforms.631,Norway,430498,Operational,25/11-D-25 H BALDER,,,Vår Energi ASA,,,,,,20150415,,127,139183.128405,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4103944000000297 59.19997220000005)
platforms.632,Norway,284573,Operational,34/8-A-6 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,19990526,,335,113246.609739,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.45911940000002 61.37035000000003)
platforms.633,Norway,281325,Decommissioned,EKOFISK S-BS,Fixed steel,Other,Gassco AS,NO_2/4,,,,,19861001,,74,262673.657348,JACKET TRIPOD,POINT (3.2122722000000294 56.55149440000008)
platforms.634,Norway,284741,Operational,6407/7-A-10 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73810.2229375,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.202622200000064 64.27105000000006)
platforms.635,Norway,723056,Under construction,31/5-7 EOS,,,,,,,,,,,305,70205.4218291,SINGLE WELL TEMPLATE; CO2 INJECTOR,POINT (3.4433694000000514 60.57642780000003)
platforms.637,Norway,371595,Operational,FRAM T-2,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,,,,,20061030,,360,50142.369195,SUBSEA STRUCTURE; T-CONNECTION,POINT (3.573969400000067 61.02443060000007)
platforms.638,Norway,375282,Operational,ØST KAMELEON,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20080608,,123,160058.253989,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0863222000000405 59.585866700000054)
platforms.640,Norway,460727,Operational,EKOFISK VC,,,ConocoPhillips Skandinavia AS,,,,,,20181201,,72,264131.122492,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.2447694000000524 56.522283300000026)
platforms.643,Norway,364352,Operational,SNØHVIT F,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Natural Gas,,,,20080422,,318,105576.309732,MULTI WELL TEMPLATE; GAS INJECTION,POINT (21.058038900000042 71.61102780000004)
platforms.648,Norway,359717,Operational,SKIRNE,Subsea steel,Subsea,TotalEnergies EP Norge AS,NO_25/5,Natural Gas,,,,20040303,,118,129316.668702,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.6411028000000556 59.58432220000003)
platforms.649,Norway,285777,Operational,31/2-G-3 H TROLL G-3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950921,,330,64997.4566024,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4410389000000237 60.75532220000008)
platforms.650,Norway,372501,Operational,NORNE K,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20061018,,376,153710.13254,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.05388890000006 66.01361110000005)
platforms.651,Norway,451120,Under construction,FENJA G,,,Neptune Energy Norge AS,,,,,,,,325,79479.2662623,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (6.750900000000058 64.03065000000004)
platforms.652,Norway,286813,Operational,HEIDRUN PLEM-2,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,,,,,19951019,,345,157023.610174,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.3655083000000445 65.34184720000007)
platforms.653,Norway,442817,Under construction,6407/9-G-5 H,,,OKEA ASA,,,,,,,,289,55166.8795893,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.728677800000071 64.26386390000005)
platforms.654,Norway,448015,Operational,25/11-B-28 H BALDER,,,Vår Energi ASA,,,,,,20160401,,127,141251.48076,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3779806000000576 59.17826940000003)
platforms.656,Norway,284181,Operational,25/11-D-10 H BALDER,,,Vår Energi ASA,,,,,,19991102,,127,139216.833315,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4097806000000332 59.20010280000008)
platforms.659,Norway,287709,Operational,HEIDRUN STL-II,Other,Other,Equinor Energy AS,NO_6507/8,Crude Oil,,,,20140820,,353,157064.822394,LOADING SYSTEM; OFFLOADING,POINT (7.365869400000065 65.34361940000008)
platforms.660,Norway,287513,Under construction,FLORØ T,,,Gassco AS,,,,,,,,345,26093.5859598,SUBSEA STRUCTURE; T-CONNECTION,POINT (4.132677800000067 61.40151940000004)
platforms.662,Norway,278945,Operational,ÅSGARD Y,Subsea steel,Subsea,Equinor Energy AS,NO_6507/11,Crude Oil,,,,20001004,,260,126415.719497,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.557000000000073 65.00516670000007)
platforms.663,Norway,360641,Decommissioned,ØST FRIGG CMS,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19881001,,112,147894.82825,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (2.362911100000076 59.90464170000007)
platforms.665,Norway,721264,Under construction,JOHAN SVERDRUP H,,,Equinor Energy AS,,,,,,,,115,142278.197969,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (2.4884583000000475 58.88085280000007)
platforms.666,Norway,285217,Operational,6407/7-A-7 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73813.8138268,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.202202800000066 64.27086390000005)
platforms.667,Norway,285693,Operational,31/2-F-6 H TROLL F-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950923,,330,64176.9344086,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.437952800000062 60.77448330000004)
platforms.668,Norway,287009,Operational,VALHALL BVS,Subsea steel,Subsea,Aker BP ASA,NO_2/8,Crude Oil,,,,19980818,,70,279246.8733,SUBSEA STRUCTURE; VALVE,POINT (3.3976333000000523 56.27724170000005)
platforms.669,Norway,394821,Operational,34/7-R-1 H TORDIS R-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,20080214,,229,131131.468567,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.1151917000000253 61.27561670000006)
platforms.670,Norway,281801,Closed down,6407/9-A-55 H,,,OKEA ASA,,,,,,19931019,,286,56234.6357407,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.737405600000045 64.27843060000004)
platforms.672,Norway,285973,Operational,31/5-H-5 H TROLL H-5,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19960101,,317,62789.5848961,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.506813900000054 60.71451390000004)
platforms.673,Norway,287401,Operational,ÅSGARD T,Subsea steel,Subsea,Gassco AS,NO_6506/11,,,,,,,310.79998779,154923.537971,SUBSEA STRUCTURE; T-CONNECTION,POINT (6.655030600000032 65.04344170000007)
platforms.676,Norway,285917,Operational,31/5-H-3 H TROLL H-3,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19970715,,317,62427.4393508,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.513711100000023 60.71426390000005)
platforms.677,Norway,715639,Operational,16/4 SOLVEIG BC,,,Lundin Energy Norway AS,,,,,,20210930,,100,166257.859128,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.200766700000031 58.67760000000004)
platforms.678,Norway,272869,Decommissioned,TOMMELITEN,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,NO_1/9,Natural Gas,,,,19881003,,72,278461.106565,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.9241917000000512 56.49212780000005)
platforms.680,Norway,444803,Operational,GINA KROG T,,,Equinor Energy AS,,,,,,,,116,186771.432929,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.0443972000000485 58.44063610000006)
platforms.682,Norway,283873,Operational,25/11-B-18 H BALDER,,,Vår Energi ASA,,,,,,20010401,,127,141175.533996,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.379458300000067 59.17755280000006)
platforms.684,Norway,285889,Operational,31/5-H-2 H TROLL H-2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19970119,,317,62094.5581609,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.5132306000000426 60.730291700000066)
platforms.685,Norway,458752,Under construction,DVALIN PRODUCTION RISER BASE SSIV,,,,,,,,,20201001,,345,158203.089132,SUBSEA STRUCTURE,POINT (7.32745280000006 65.32529720000008)
